Setup title,"C-V Sweep_Device3_W1_Light_1k-950k"
-2.27,2.22515E-10
-2.26,2.22411E-10
-2.25,2.22396E-10
-2.24,2.22447E-10
-2.23,2.22393E-10
-2.22,2.22441E-10
-2.21,2.22385E-10
-2.2,2.22324E-10
-2.19,2.22273E-10
-2.18,2.2219E-10
-2.17,2.22235E-10
-2.16,2.22199E-10
-2.15,2.22225E-10
-2.14,2.22155E-10
-2.13,2.2224E-10
-2.12,2.22101E-10
-2.11,2.2203E-10
-2.1,2.21984E-10
-2.09,2.21966E-10
-2.08,2.21945E-10
-2.07,2.21865E-10
-2.06,2.21876E-10
-2.05,2.21904E-10
-2.04,2.21852E-10
-2.03,2.21737E-10
-2.02,2.21813E-10
-2.01,2.21733E-10
-2,2.21646E-10
-1.99,2.21648E-10
-1.98,2.21572E-10
-1.97,2.21626E-10
-1.96,2.21586E-10
-1.95,2.21476E-10
-1.94,2.21464E-10
-1.93,2.21487E-10
-1.92,2.21376E-10
-1.91,2.21255E-10
-1.9,2.21283E-10
-1.89,2.21274E-10
-1.88,2.21382E-10
-1.87,2.21294E-10
-1.86,2.21165E-10
-1.85,2.21132E-10
-1.84,2.21158E-10
-1.83,2.21067E-10
-1.82,2.21065E-10
-1.81,2.20907E-10
-1.8,2.2088E-10
-1.79,2.20759E-10
-1.78,2.20915E-10
-1.77,2.2089E-10
-1.76,2.20751E-10
-1.75,2.20738E-10
-1.74,2.20644E-10
-1.73,2.20488E-10
-1.72,2.20774E-10
-1.71,2.2047E-10
-1.7,2.20418E-10
-1.69,2.20471E-10
-1.68,2.20351E-10
-1.67,2.20227E-10
-1.66,2.20218E-10
-1.65,2.20203E-10
-1.64,2.2015E-10
-1.63,2.2002E-10
-1.62,2.20074E-10
-1.61,2.19956E-10
-1.6,2.19924E-10
-1.59,2.19871E-10
-1.58,2.1986E-10
-1.57,2.19769E-10
-1.56,2.19626E-10
-1.55,2.19644E-10
-1.54,2.19624E-10
-1.53,2.1949E-10
-1.52,2.19391E-10
-1.51,2.1929E-10
-1.5,2.19199E-10
-1.49,2.1924E-10
-1.48,2.19137E-10
-1.47,2.19012E-10
-1.46,2.19061E-10
-1.45,2.19009E-10
-1.44,2.18813E-10
-1.43,2.18796E-10
-1.42,2.18695E-10
-1.41,2.18581E-10
-1.4,2.18535E-10
-1.39,2.18497E-10
-1.38,2.18305E-10
-1.37,2.18236E-10
-1.36,2.18176E-10
-1.35,2.18173E-10
-1.34,2.18041E-10
-1.33,2.17823E-10
-1.32,2.17847E-10
-1.31,2.17791E-10
-1.3,2.17595E-10
-1.29,2.17597E-10
-1.28,2.17411E-10
-1.27,2.17276E-10
-1.26,2.17182E-10
-1.25,2.17193E-10
-1.24,2.16869E-10
-1.23,2.16901E-10
-1.22,2.16729E-10
-1.21,2.16647E-10
-1.2,2.16605E-10
-1.19,2.16366E-10
-1.18,2.16397E-10
-1.17,2.16133E-10
-1.16,2.16084E-10
-1.15,2.15901E-10
-1.14,2.15729E-10
-1.13,2.15731E-10
-1.12,2.15524E-10
-1.11,2.15342E-10
-1.1,2.15216E-10
-1.09,2.15008E-10
-1.08,2.14997E-10
-1.07,2.14538E-10
-1.06,2.14542E-10
-1.05,2.14336E-10
-1.04,2.1416E-10
-1.03,2.14031E-10
-1.02,2.13762E-10
-1.01,2.13574E-10
-1,2.13475E-10
-0.99,2.13083E-10
-0.98,2.12942E-10
-0.97,2.12781E-10
-0.96,2.12532E-10
-0.95,2.12096E-10
-0.94,2.12064E-10
-0.93,2.11694E-10
-0.92,2.11389E-10
-0.91,2.11215E-10
-0.9,2.10885E-10
-0.89,2.10651E-10
-0.88,2.10284E-10
-0.87,2.09977E-10
-0.86,2.09637E-10
-0.85,2.09285E-10
-0.84,2.08755E-10
-0.83,2.08574E-10
-0.82,2.08273E-10
-0.81,2.07739E-10
-0.8,2.07357E-10
-0.79,2.06897E-10
-0.78,2.06524E-10
-0.77,2.05972E-10
-0.76,2.05594E-10
-0.75,2.04815E-10
-0.74,2.04326E-10
-0.73,2.03721E-10
-0.72,2.03097E-10
-0.71,2.02416E-10
-0.7,2.01792E-10
-0.69,2.00942E-10
-0.68,2.00283E-10
-0.67,1.99406E-10
-0.66,1.98539E-10
-0.65,1.97426E-10
-0.64,1.96435E-10
-0.63,1.9528E-10
-0.62,1.94229E-10
-0.61,1.92856E-10
-0.6,1.91642E-10
-0.59,1.90062E-10
-0.58,1.88459E-10
-0.57,1.86866E-10
-0.56,1.85294E-10
-0.55,1.83331E-10
-0.54,1.81267E-10
-0.53,1.79233E-10
-0.52,1.76867E-10
-0.51,1.74819E-10
-0.5,1.72173E-10
-0.49,1.6994E-10
-0.48,1.67409E-10
-0.47,1.65331E-10
-0.46,1.627E-10
-0.45,1.60946E-10
-0.44,1.58703E-10
-0.43,1.57365E-10
-0.42,1.55683E-10
-0.41,1.54688E-10
-0.4,1.53823E-10
-0.39,1.53405E-10
-0.38,1.53426E-10
-0.37,1.53698E-10
-0.36,1.54566E-10
-0.35,1.55291E-10
-0.34,1.57095E-10
-0.33,1.5835E-10
-0.32,1.60696E-10
-0.31,1.62426E-10
-0.3,1.65295E-10
-0.29,1.67146E-10
-0.28,1.70249E-10
-0.27,1.72421E-10
-0.26,1.75564E-10
-0.25,1.7783E-10
-0.24,1.81029E-10
-0.23,1.83274E-10
-0.22,1.86206E-10
-0.21,1.88715E-10
-0.2,1.91374E-10
-0.19,1.93637E-10
-0.18,1.96055E-10
-0.17,1.98304E-10
-0.16,2.00587E-10
-0.15,2.02672E-10
-0.14,2.04713E-10
-0.13,2.0663E-10
-0.12,2.08414E-10
-0.11,2.10292E-10
-0.1,2.11721E-10
-0.09,2.13703E-10
-0.08,2.1505E-10
-0.07,2.1651E-10
-0.06,2.17932E-10
-0.05,2.19322E-10
-0.04,2.20258E-10
-0.03,2.21684E-10
-0.02,2.22696E-10
-0.01,2.23664E-10
0,2.24961E-10
0.01,2.25962E-10
0.02,2.26789E-10
0.03,2.27622E-10
0.04,2.28626E-10
0.05,2.29306E-10
0.06,2.30262E-10
0.07,2.30801E-10
0.08,2.31663E-10
0.09,2.32293E-10
0.1,2.32904E-10
0.11,2.33332E-10
0.12,2.34121E-10
0.13,2.34674E-10
0.14,2.3522E-10
0.15,2.35853E-10
0.16,2.36334E-10
0.17,2.36687E-10
0.18,2.37238E-10
0.19,2.37643E-10
0.2,2.38027E-10
0.21,2.38469E-10
0.22,2.38872E-10
0.23,2.39305E-10
0.24,2.39582E-10
0.25,2.3999E-10
0.26,2.40355E-10
0.27,2.40698E-10
0.28,2.40897E-10
0.29,2.41262E-10
0.3,2.41498E-10
0.31,2.4185E-10
0.32,2.41997E-10
0.33,2.42465E-10
0.34,2.42621E-10
0.35,2.42948E-10
0.36,2.43051E-10
0.37,2.43342E-10
0.38,2.43585E-10
0.39,2.43805E-10
0.4,2.44021E-10
0.41,2.44208E-10
0.42,2.44493E-10
0.43,2.44695E-10
0.44,2.44761E-10
0.45,2.45057E-10
0.46,2.45154E-10
0.47,2.45312E-10
0.48,2.4554E-10
0.49,2.45669E-10
0.5,2.45833E-10
0.51,2.45942E-10
0.52,2.46123E-10
0.53,2.4625E-10
0.54,2.46459E-10
0.55,2.46556E-10
0.56,2.46736E-10
0.57,2.46938E-10
0.58,2.46887E-10
0.59,2.47182E-10
0.6,2.47295E-10
0.61,2.47257E-10
0.62,2.47589E-10
0.63,2.47584E-10
0.64,2.47706E-10
0.65,2.47823E-10
0.66,2.4796E-10
0.67,2.47961E-10
0.68,2.48145E-10
0.69,2.48191E-10
0.7,2.48378E-10
0.71,2.48456E-10
0.72,2.48536E-10
0.73,2.48677E-10
0.74,2.48742E-10
0.75,2.48926E-10
0.76,2.48909E-10
0.77,2.4887E-10
0.78,2.49034E-10
0.79,2.49076E-10
0.8,2.49289E-10
0.81,2.49341E-10
0.82,2.49264E-10
0.83,2.49494E-10
0.84,2.49471E-10
0.85,2.49647E-10
0.86,2.49724E-10
0.87,2.49783E-10
0.88,2.49799E-10
0.89,2.49883E-10
0.9,2.49877E-10
0.91,2.50015E-10
0.92,2.50072E-10
0.93,2.50138E-10
0.94,2.50068E-10
0.95,2.50269E-10
0.96,2.50308E-10
0.97,2.50463E-10
0.98,2.50344E-10
0.99,2.50436E-10
1,2.50496E-10
1.01,2.50609E-10
1.02,2.50617E-10
1.03,2.50717E-10
1.04,2.50722E-10
1.05,2.50842E-10
1.06,2.50972E-10
1.07,2.50875E-10
1.08,2.50938E-10
1.09,2.50967E-10
1.1,2.51116E-10
1.11,2.51143E-10
1.12,2.51096E-10
1.13,2.51195E-10
1.14,2.51272E-10
1.15,2.51253E-10
1.16,2.51429E-10
1.17,2.51407E-10
1.18,2.51479E-10
1.19,2.51537E-10
1.2,2.5147E-10
1.21,2.5152E-10
1.22,2.51784E-10
1.23,2.51643E-10
1.24,2.51723E-10
1.25,2.51728E-10
1.26,2.51683E-10
1.27,2.51774E-10
1.28,2.51844E-10
1.29,2.51786E-10
1.3,2.51867E-10
1.31,2.51905E-10
1.32,2.51943E-10
1.33,2.51957E-10
1.34,2.52055E-10
1.35,2.51965E-10
1.36,2.52102E-10
1.37,2.52163E-10
1.38,2.52169E-10
1.39,2.52206E-10
1.4,2.52243E-10
1.41,2.52297E-10
1.42,2.52203E-10
1.43,2.52286E-10
1.44,2.52398E-10
1.45,2.52299E-10
1.46,2.52463E-10
1.47,2.52307E-10
1.48,2.52345E-10
1.49,2.52479E-10
1.5,2.52476E-10
1.51,2.52621E-10
1.52,2.52683E-10
1.53,2.5252E-10
1.54,2.52624E-10
1.55,2.52568E-10
1.56,2.52627E-10
1.57,2.52758E-10
1.58,2.52806E-10
1.59,2.52705E-10
1.6,2.52848E-10
1.61,2.52643E-10
1.62,2.5283E-10
1.63,2.52871E-10
1.64,2.52834E-10
1.65,2.52881E-10
1.66,2.52874E-10
1.67,2.52858E-10
1.68,2.52981E-10
1.69,2.53019E-10
1.7,2.52996E-10
1.71,2.52997E-10
1.72,2.52974E-10
1.73,2.53053E-10
1.74,2.53064E-10
1.75,2.53196E-10
1.76,2.53054E-10
1.77,2.53089E-10
1.78,2.53202E-10
1.79,2.53444E-10
1.8,2.53155E-10
1.81,2.533E-10
1.82,2.53094E-10
1.83,2.53219E-10
1.84,2.53344E-10
1.85,2.53241E-10
1.86,2.53337E-10
1.87,2.53309E-10
1.88,2.53333E-10
1.89,2.53531E-10
1.9,2.53504E-10
1.91,2.534E-10
1.92,2.5341E-10
1.93,2.53406E-10
1.94,2.53401E-10
1.95,2.53518E-10
1.96,2.53592E-10
1.97,2.53583E-10
1.98,2.53646E-10
1.99,2.53556E-10
2,2.5372E-10
2.01,2.53647E-10
2.02,2.53663E-10
2.03,2.53601E-10
2.04,2.53689E-10
2.05,2.53816E-10
2.06,2.5365E-10
2.07,2.53584E-10
2.08,2.53717E-10
2.09,2.53711E-10
2.1,2.53724E-10
2.11,2.53756E-10
2.12,2.5375E-10
2.13,2.5375E-10
2.14,2.53781E-10
2.15,2.53809E-10
2.16,2.53878E-10
2.17,2.53854E-10
2.18,2.53844E-10
2.19,2.53863E-10
2.2,2.53898E-10
2.21,2.53784E-10
2.22,2.5391E-10
2.23,2.53976E-10
2.24,2.53872E-10
2.25,2.54023E-10
2.26,2.5422E-10
2.27,2.53834E-10
2.28,2.53958E-10
2.29,2.54047E-10
2.3,2.53834E-10
2.31,2.53967E-10
2.32,2.54066E-10
2.33,2.54013E-10
2.34,2.54229E-10
2.35,2.53956E-10
2.36,2.54022E-10
2.37,2.54079E-10
2.38,2.54109E-10
2.39,2.54084E-10
2.4,2.54059E-10
2.41,2.54155E-10
2.42,2.54176E-10
2.43,2.54104E-10
2.44,2.54131E-10
2.45,2.54183E-10
2.46,2.54331E-10
2.47,2.54341E-10
2.48,2.54296E-10
2.49,2.54189E-10
2.5,2.54188E-10
2.51,2.54205E-10
2.52,2.54249E-10
2.53,2.54409E-10
2.54,2.54234E-10
2.55,2.54413E-10
2.56,2.54387E-10
2.57,2.54287E-10
2.58,2.54309E-10
2.59,2.54257E-10
2.6,2.54269E-10
2.61,2.54291E-10
2.62,2.54318E-10
2.63,2.54453E-10
2.64,2.5432E-10
2.65,2.54301E-10
2.66,2.5441E-10
2.67,2.54449E-10
2.68,2.54474E-10
2.69,2.54564E-10
2.7,2.54448E-10
2.71,2.54443E-10
2.72,2.54458E-10
2.73,2.54482E-10
2.74,2.54473E-10
2.75,2.54568E-10
2.76,2.54471E-10
2.77,2.54547E-10
2.78,2.5461E-10
2.79,2.54604E-10
2.8,2.54436E-10
2.81,2.54652E-10
2.82,2.54601E-10
2.83,2.5454E-10
2.84,2.54533E-10
2.85,2.54559E-10
2.86,2.54616E-10
2.87,2.54588E-10
2.88,2.54491E-10
2.89,2.54689E-10
2.9,2.54586E-10
2.91,2.54635E-10
2.92,2.5464E-10
2.93,2.54693E-10
2.94,2.54685E-10
2.95,2.54493E-10
2.96,2.54762E-10
2.97,2.54692E-10
2.98,2.54606E-10
2.99,2.5468E-10
3,2.54776E-10
3,2.54604E-10
2.99,2.54695E-10
2.98,2.54594E-10
2.97,2.54654E-10
2.96,2.54632E-10
2.95,2.54643E-10
2.94,2.54571E-10
2.93,2.54669E-10
2.92,2.54498E-10
2.91,2.54684E-10
2.9,2.5461E-10
2.89,2.54601E-10
2.88,2.54557E-10
2.87,2.54578E-10
2.86,2.54397E-10
2.85,2.54404E-10
2.84,2.5455E-10
2.83,2.54539E-10
2.82,2.54483E-10
2.81,2.54514E-10
2.8,2.54497E-10
2.79,2.54535E-10
2.78,2.54508E-10
2.77,2.54581E-10
2.76,2.5442E-10
2.75,2.54533E-10
2.74,2.54505E-10
2.73,2.54483E-10
2.72,2.54475E-10
2.71,2.5448E-10
2.7,2.54484E-10
2.69,2.5437E-10
2.68,2.54432E-10
2.67,2.54316E-10
2.66,2.54393E-10
2.65,2.54388E-10
2.64,2.54378E-10
2.63,2.54352E-10
2.62,2.54232E-10
2.61,2.54385E-10
2.6,2.54263E-10
2.59,2.54376E-10
2.58,2.54353E-10
2.57,2.54299E-10
2.56,2.54183E-10
2.55,2.54379E-10
2.54,2.54333E-10
2.53,2.54285E-10
2.52,2.54204E-10
2.51,2.54248E-10
2.5,2.54289E-10
2.49,2.54149E-10
2.48,2.54096E-10
2.47,2.54167E-10
2.46,2.54301E-10
2.45,2.54192E-10
2.44,2.54018E-10
2.43,2.54167E-10
2.42,2.54203E-10
2.41,2.54027E-10
2.4,2.54144E-10
2.39,2.54128E-10
2.38,2.5411E-10
2.37,2.53992E-10
2.36,2.54141E-10
2.35,2.54006E-10
2.34,2.54109E-10
2.33,2.53925E-10
2.32,2.5401E-10
2.31,2.54043E-10
2.3,2.54134E-10
2.29,2.53919E-10
2.28,2.53983E-10
2.27,2.53979E-10
2.26,2.53982E-10
2.25,2.53857E-10
2.24,2.539E-10
2.23,2.53812E-10
2.22,2.53794E-10
2.21,2.53847E-10
2.2,2.53896E-10
2.19,2.53926E-10
2.18,2.5387E-10
2.17,2.53821E-10
2.16,2.53785E-10
2.15,2.53929E-10
2.14,2.53758E-10
2.13,2.53763E-10
2.12,2.53681E-10
2.11,2.53699E-10
2.1,2.53657E-10
2.09,2.53543E-10
2.08,2.53754E-10
2.07,2.53744E-10
2.06,2.53737E-10
2.05,2.53593E-10
2.04,2.53665E-10
2.03,2.53644E-10
2.02,2.53593E-10
2.01,2.53605E-10
2,2.53592E-10
1.99,2.53479E-10
1.98,2.53491E-10
1.97,2.53569E-10
1.96,2.53531E-10
1.95,2.53463E-10
1.94,2.53358E-10
1.93,2.53439E-10
1.92,2.53343E-10
1.91,2.53414E-10
1.9,2.53425E-10
1.89,2.53281E-10
1.88,2.53345E-10
1.87,2.53398E-10
1.86,2.53406E-10
1.85,2.53323E-10
1.84,2.53286E-10
1.83,2.53233E-10
1.82,2.53202E-10
1.81,2.53296E-10
1.8,2.5323E-10
1.79,2.53206E-10
1.78,2.53198E-10
1.77,2.5312E-10
1.76,2.53057E-10
1.75,2.53109E-10
1.74,2.53041E-10
1.73,2.53143E-10
1.72,2.53007E-10
1.71,2.53008E-10
1.7,2.53011E-10
1.69,2.53033E-10
1.68,2.52873E-10
1.67,2.52835E-10
1.66,2.52935E-10
1.65,2.52971E-10
1.64,2.52852E-10
1.63,2.52813E-10
1.62,2.52879E-10
1.61,2.52787E-10
1.6,2.52889E-10
1.59,2.5268E-10
1.58,2.5267E-10
1.57,2.52685E-10
1.56,2.52624E-10
1.55,2.52545E-10
1.54,2.52575E-10
1.53,2.52561E-10
1.52,2.5259E-10
1.51,2.52534E-10
1.5,2.525E-10
1.49,2.52464E-10
1.48,2.52551E-10
1.47,2.5242E-10
1.46,2.52365E-10
1.45,2.5231E-10
1.44,2.52592E-10
1.43,2.52219E-10
1.42,2.52312E-10
1.41,2.52163E-10
1.4,2.52058E-10
1.39,2.52066E-10
1.38,2.52201E-10
1.37,2.5212E-10
1.36,2.52043E-10
1.35,2.52036E-10
1.34,2.52059E-10
1.33,2.51968E-10
1.32,2.51932E-10
1.31,2.51872E-10
1.3,2.51991E-10
1.29,2.51863E-10
1.28,2.51791E-10
1.27,2.51803E-10
1.26,2.51877E-10
1.25,2.51601E-10
1.24,2.51669E-10
1.23,2.51587E-10
1.22,2.51526E-10
1.21,2.51471E-10
1.2,2.51478E-10
1.19,2.5142E-10
1.18,2.51326E-10
1.17,2.51317E-10
1.16,2.51331E-10
1.15,2.51283E-10
1.14,2.51247E-10
1.13,2.51294E-10
1.12,2.51181E-10
1.11,2.51236E-10
1.1,2.51086E-10
1.09,2.51122E-10
1.08,2.51042E-10
1.07,2.50957E-10
1.06,2.50852E-10
1.05,2.50863E-10
1.04,2.50762E-10
1.03,2.50632E-10
1.02,2.50603E-10
1.01,2.50655E-10
1,2.50595E-10
0.99,2.50491E-10
0.98,2.5043E-10
0.97,2.50419E-10
0.96,2.50242E-10
0.95,2.50248E-10
0.94,2.50204E-10
0.93,2.50196E-10
0.92,2.50144E-10
0.91,2.50007E-10
0.9,2.49932E-10
0.89,2.49892E-10
0.88,2.49787E-10
0.87,2.4982E-10
0.86,2.49755E-10
0.85,2.49737E-10
0.84,2.49513E-10
0.83,2.49502E-10
0.82,2.49392E-10
0.81,2.49367E-10
0.8,2.49253E-10
0.79,2.49142E-10
0.78,2.4909E-10
0.77,2.48965E-10
0.76,2.48873E-10
0.75,2.48793E-10
0.74,2.48793E-10
0.73,2.486E-10
0.72,2.48533E-10
0.71,2.48357E-10
0.7,2.48377E-10
0.69,2.48229E-10
0.68,2.48122E-10
0.67,2.48015E-10
0.66,2.47894E-10
0.65,2.47717E-10
0.64,2.47737E-10
0.63,2.47467E-10
0.62,2.47505E-10
0.61,2.47389E-10
0.6,2.47177E-10
0.59,2.4715E-10
0.58,2.47043E-10
0.57,2.46834E-10
0.56,2.46737E-10
0.55,2.46747E-10
0.54,2.46431E-10
0.53,2.46259E-10
0.52,2.46207E-10
0.51,2.45931E-10
0.5,2.45843E-10
0.49,2.45899E-10
0.48,2.45557E-10
0.47,2.45297E-10
0.46,2.45081E-10
0.45,2.4504E-10
0.44,2.4484E-10
0.43,2.44692E-10
0.42,2.4438E-10
0.41,2.44185E-10
0.4,2.43999E-10
0.39,2.43771E-10
0.38,2.43559E-10
0.37,2.43357E-10
0.36,2.43189E-10
0.35,2.4295E-10
0.34,2.42522E-10
0.33,2.42302E-10
0.32,2.42026E-10
0.31,2.41876E-10
0.3,2.41524E-10
0.29,2.41198E-10
0.28,2.4083E-10
0.27,2.40593E-10
0.26,2.40183E-10
0.25,2.39943E-10
0.24,2.39604E-10
0.23,2.39291E-10
0.22,2.38701E-10
0.21,2.38394E-10
0.2,2.37965E-10
0.19,2.37464E-10
0.18,2.37195E-10
0.17,2.36706E-10
0.16,2.36205E-10
0.15,2.35702E-10
0.14,2.35094E-10
0.13,2.34608E-10
0.12,2.34042E-10
0.11,2.33465E-10
0.1,2.32898E-10
0.09,2.32255E-10
0.08,2.3155E-10
0.07,2.30883E-10
0.06,2.30032E-10
0.05,2.29277E-10
0.04,2.28457E-10
0.03,2.27744E-10
0.02,2.26793E-10
0.01,2.25903E-10
0,2.25044E-10
-0.01,2.23838E-10
-0.02,2.22824E-10
-0.03,2.21697E-10
-0.04,2.20342E-10
-0.05,2.19197E-10
-0.06,2.17792E-10
-0.07,2.16559E-10
-0.08,2.14871E-10
-0.09,2.13496E-10
-0.1,2.11877E-10
-0.11,2.10212E-10
-0.12,2.084E-10
-0.13,2.06592E-10
-0.14,2.04728E-10
-0.15,2.0262E-10
-0.16,2.00522E-10
-0.17,1.98311E-10
-0.18,1.96207E-10
-0.19,1.93709E-10
-0.2,1.91485E-10
-0.21,1.88886E-10
-0.22,1.8611E-10
-0.23,1.83565E-10
-0.24,1.80891E-10
-0.25,1.78005E-10
-0.26,1.75292E-10
-0.27,1.72571E-10
-0.28,1.70052E-10
-0.29,1.6749E-10
-0.3,1.64955E-10
-0.31,1.62711E-10
-0.32,1.60501E-10
-0.33,1.58701E-10
-0.34,1.56836E-10
-0.35,1.55528E-10
-0.36,1.54433E-10
-0.37,1.53737E-10
-0.38,1.53542E-10
-0.39,1.53462E-10
-0.4,1.53825E-10
-0.41,1.54641E-10
-0.42,1.55754E-10
-0.43,1.57209E-10
-0.44,1.59099E-10
-0.45,1.60736E-10
-0.46,1.62921E-10
-0.47,1.65015E-10
-0.48,1.67622E-10
-0.49,1.69649E-10
-0.5,1.72358E-10
-0.51,1.74576E-10
-0.52,1.76987E-10
-0.53,1.79069E-10
-0.54,1.81332E-10
-0.55,1.83177E-10
-0.56,1.85217E-10
-0.57,1.86812E-10
-0.58,1.88678E-10
-0.59,1.90122E-10
-0.6,1.9151E-10
-0.61,1.92799E-10
-0.62,1.94446E-10
-0.63,1.95282E-10
-0.64,1.96486E-10
-0.65,1.97472E-10
-0.66,1.98573E-10
-0.67,1.99411E-10
-0.68,2.00189E-10
-0.69,2.00994E-10
-0.7,2.0177E-10
-0.71,2.02422E-10
-0.72,2.03162E-10
-0.73,2.03735E-10
-0.74,2.04453E-10
-0.75,2.05004E-10
-0.76,2.05531E-10
-0.77,2.06018E-10
-0.78,2.06518E-10
-0.79,2.06996E-10
-0.8,2.07307E-10
-0.81,2.0769E-10
-0.82,2.08138E-10
-0.83,2.08706E-10
-0.84,2.08954E-10
-0.85,2.09316E-10
-0.86,2.09682E-10
-0.87,2.10088E-10
-0.88,2.10355E-10
-0.89,2.10762E-10
-0.9,2.10968E-10
-0.91,2.11102E-10
-0.92,2.11481E-10
-0.93,2.11795E-10
-0.94,2.12005E-10
-0.95,2.12209E-10
-0.96,2.12391E-10
-0.97,2.12696E-10
-0.98,2.12895E-10
-0.99,2.13213E-10
-1,2.13434E-10
-1.01,2.13554E-10
-1.02,2.13743E-10
-1.03,2.1394E-10
-1.04,2.14045E-10
-1.05,2.14321E-10
-1.06,2.14562E-10
-1.07,2.14679E-10
-1.08,2.1474E-10
-1.09,2.15028E-10
-1.1,2.15251E-10
-1.11,2.15285E-10
-1.12,2.15458E-10
-1.13,2.15608E-10
-1.14,2.15792E-10
-1.15,2.15903E-10
-1.16,2.16089E-10
-1.17,2.16201E-10
-1.18,2.16386E-10
-1.19,2.16418E-10
-1.2,2.16526E-10
-1.21,2.16678E-10
-1.22,2.16821E-10
-1.23,2.16888E-10
-1.24,2.1699E-10
-1.25,2.17038E-10
-1.26,2.17361E-10
-1.27,2.17301E-10
-1.28,2.17378E-10
-1.29,2.17587E-10
-1.3,2.17607E-10
-1.31,2.17825E-10
-1.32,2.17776E-10
-1.33,2.17838E-10
-1.34,2.18075E-10
-1.35,2.18131E-10
-1.36,2.18211E-10
-1.37,2.18323E-10
-1.38,2.18339E-10
-1.39,2.18413E-10
-1.4,2.18575E-10
-1.41,2.18612E-10
-1.42,2.18738E-10
-1.43,2.18726E-10
-1.44,2.18837E-10
-1.45,2.18929E-10
-1.46,2.18963E-10
-1.47,2.19134E-10
-1.48,2.19226E-10
-1.49,2.19312E-10
-1.5,2.19244E-10
-1.51,2.19331E-10
-1.52,2.19405E-10
-1.53,2.19469E-10
-1.54,2.19607E-10
-1.55,2.19523E-10
-1.56,2.19656E-10
-1.57,2.19719E-10
-1.58,2.19805E-10
-1.59,2.19893E-10
-1.6,2.2006E-10
-1.61,2.19937E-10
-1.62,2.19992E-10
-1.63,2.20158E-10
-1.64,2.20108E-10
-1.65,2.20279E-10
-1.66,2.20318E-10
-1.67,2.20252E-10
-1.68,2.20327E-10
-1.69,2.20421E-10
-1.7,2.203E-10
-1.71,2.20523E-10
-1.72,2.20513E-10
-1.73,2.20599E-10
-1.74,2.20643E-10
-1.75,2.20767E-10
-1.76,2.20634E-10
-1.77,2.20769E-10
-1.78,2.20807E-10
-1.79,2.20859E-10
-1.8,2.20858E-10
-1.81,2.20914E-10
-1.82,2.20942E-10
-1.83,2.21116E-10
-1.84,2.21173E-10
-1.85,2.21081E-10
-1.86,2.21196E-10
-1.87,2.2127E-10
-1.88,2.21097E-10
-1.89,2.21202E-10
-1.9,2.21261E-10
-1.91,2.21307E-10
-1.92,2.21424E-10
-1.93,2.21616E-10
-1.94,2.21563E-10
-1.95,2.21524E-10
-1.96,2.21551E-10
-1.97,2.21656E-10
-1.98,2.2159E-10
-1.99,2.21689E-10
-2,2.21709E-10
-2.01,2.21968E-10
-2.02,2.2167E-10
-2.03,2.2174E-10
-2.04,2.21779E-10
-2.05,2.21958E-10
-2.06,2.22034E-10
-2.07,2.21798E-10
-2.08,2.21913E-10
-2.09,2.21935E-10
-2.1,2.22083E-10
-2.11,2.22107E-10
-2.12,2.22027E-10
-2.13,2.21984E-10
-2.14,2.2218E-10
-2.15,2.22148E-10
-2.16,2.22156E-10
-2.17,2.22116E-10
-2.18,2.22269E-10
-2.19,2.22264E-10
-2.2,2.22357E-10
-2.21,2.22338E-10
-2.22,2.22305E-10
-2.23,2.22415E-10
-2.24,2.22402E-10
-2.25,2.22415E-10
-2.26,2.22417E-10
-2.27,2.22505E-10
-2.28,2.22547E-10
-2.29,2.22596E-10
-2.3,2.22606E-10
-2.31,2.22538E-10
-2.32,2.22716E-10
-2.33,2.22713E-10
-2.34,2.22623E-10
-2.35,2.22677E-10
-2.36,2.2276E-10
-2.37,2.22678E-10
-2.38,2.22782E-10
-2.39,2.22741E-10
-2.4,2.22794E-10
-2.41,2.22795E-10
-2.42,2.2294E-10
-2.43,2.22708E-10
-2.44,2.23016E-10
-2.45,2.22935E-10
-2.46,2.22975E-10
-2.47,2.22992E-10
-2.48,2.22926E-10
-2.49,2.22992E-10
-2.5,2.23032E-10
-2.51,2.23056E-10
-2.52,2.23153E-10
-2.53,2.22952E-10
-2.54,2.23167E-10
-2.55,2.23034E-10
-2.56,2.23211E-10
-2.57,2.23145E-10
-2.58,2.23203E-10
-2.59,2.23224E-10
-2.6,2.23188E-10
-2.61,2.23298E-10
-2.62,2.23325E-10
-2.63,2.23163E-10
-2.64,2.23261E-10
-2.65,2.2328E-10
-2.66,2.23341E-10
-2.67,2.23422E-10
-2.68,2.23362E-10
-2.69,2.23365E-10
-2.7,2.2352E-10
-2.71,2.23413E-10
-2.72,2.23406E-10
-2.73,2.2343E-10
-2.74,2.23533E-10
-2.75,2.23565E-10
-2.76,2.23493E-10
-2.77,2.2348E-10
-2.78,2.23472E-10
-2.79,2.23482E-10
-2.8,2.23533E-10
-2.81,2.23616E-10
-2.82,2.23688E-10
-2.83,2.2366E-10
-2.84,2.23694E-10
-2.85,2.23772E-10
-2.86,2.23657E-10
-2.87,2.23654E-10
-2.88,2.23693E-10
-2.89,2.23796E-10
-2.9,2.23624E-10
-2.91,2.23886E-10
-2.92,2.237E-10
-2.93,2.23852E-10
-2.94,2.23794E-10
